Id,Item Name,Date,price
20110102,Chillies Bajji,02-01-2011,NULL
20110102,Chillies Green,02-01-2011,NULL
20110102,Capsicum Red/Yellow,02-01-2011,NULL
20110102,Capsicum 1,02-01-2011,NULL
20110102,Mango Raw,02-01-2011,NULL
20110102,Mango Raw Amblet,02-01-2011,NULL
20110102,Thogari kai,02-01-2011,NULL
20110102,Tomoto,02-01-2011,NULL
20110102,Bitter Gourd,02-01-2011,NULL
20110102,Yam/S.Root,02-01-2011,NULL
20110102,Beet Root,02-01-2011,NULL
20110102,Brinjal Mlore,02-01-2011,NULL
20110102,Brinjal Bottle,02-01-2011,NULL
20110102,Brinjal (R),02-01-2011,NULL
20110102,Brinjal (W),02-01-2011,NULL
20110102,Brinjal long,02-01-2011,NULL
20110102,Beans cleaned,02-01-2011,NULL
20110102,Beans Fruit,02-01-2011,NULL
20110102,Beans Ring,02-01-2011,NULL
20110102,Beans Nati,02-01-2011,NULL
20110102,Beans,02-01-2011,NULL
20110102,Amla,02-01-2011,NULL
20110102,N.Juice 200 ml,02-01-2011,NULL
20110102,Pomegranate Juice,02-01-2011,NULL
20110102,Brahmi amla juice,02-01-2011,NULL
20110102,Jumbu juice,02-01-2011,NULL
20110102,South Af.red berry,02-01-2011,NULL
20110102,Nagapur Orange Economy,02-01-2011,NULL
20110102,Malenian apple,02-01-2011,NULL
20110102,Apple Premium,02-01-2011,NULL
20110102,Berry Green,02-01-2011,NULL
20110102,Berry ball,02-01-2011,NULL
20110102,Berry Golden,02-01-2011,NULL
